Station,lat,lon
Paseo de la Esperanza,40.4035988,-3.7064516
Segovia 45,40.41374770742206,-3.71748917032373
Batalla del Salado,40.4044722,-3.6959166
Pirámides,40.4016111,-3.7138055
Paseo de la Esperanza,40.401,-3.7043611
Embajadores-Cáceres,40.39975,-3.6983888
Delicias,40.4008888,-3.6935833
Puente Praga,40.3981798,-3.7023918
Madrid Río-Yeserías,40.3974444,-3.7065277
Jaime el Conquistador,40.3962222,-3.6983055
Beata,40.39425,-3.6937222
Legazpi,40.3914722,-3.6941944
Junta Municipal Retiro,40.4029202,-3.6788343
Puente de Vallecas,40.3979722,-3.66925
Méndez Álvaro,40.3941388,-3.6758888
Parque Roma,40.4186666,-3.6657777
Doctor Esquerdo-Hermosilla,40.425635,-3.669339
Marqués de Zafra,40.426,-3.6653055
Quinta Fuente del Berro,40.4250833,-3.6615277
General Pardiñas,40.4290555,-3.6782777
Alcalá-Ventas,40.4301666,-3.6638888
Puente de Ventas,40.4311944,-3.6590555
Avenida Donostiarra,40.4351256,-3.6554918
Velázquez-Diego de León,40.4343333,-3.6835833
Diego de león,40.4346388,-3.674
Avenida de los Toreros,40.4318611,-3.6714166
Ventas,40.4324722,-3.6655555
Avenida de América 2,40.43725,-3.6772222
Avenida de América 1,40.4392222,-3.6754444
Rubén Darío,40.4331111,-3.6915555
Fernando el Católico,40.4343611,-3.7149166
Quevedo,40.4336944,-3.7046666
Canal,40.4386944,-3.7038333
Parque Santander,40.4411388,-3.7080833
San Francisco de Sales,40.44175,-3.7144722
Cuatro Caminos 2,40.4476666,-3.7041666
Estrecho,40.4535,-3.7032777
Metro Tetuán,40.4607502,-3.6989925
Remonta,40.4630277,-3.6973333
Tres Cruces,40.419674,-3.7026735
Desengaño,40.42059,-3.70239
Marqués de Vadillo,40.398247,-3.716591
Glorieta de Cádiz,40.38895,-3.70017
Condesa de Venadito,40.44315,-3.65741
Gutierre de Cetina,40.429706,-3.640994
Puerta del Ángel,40.4141,-3.72897
Pedro Rico,40.481086,-3.688463
Camino Vinateros,40.41053,-3.65779
Marroquina,40.408264,-3.646697
Plaza del Encuentro,40.40617,-3.65122
Pavones,40.400368,-3.634587
Antonio López,40.3917871,-3.7026789
Ermita Santo,40.406837862773465,-3.7244893989507686
Caramuel,40.40913630273305,-3.728533714316331
Doctor Lozano,40.40248333540473,-3.660188083470652
Sierra Toledana,40.39901531507069,-3.6607768678037744
Concordia,40.39382977920336,-3.6659362429356372
San Delfín,40.39440607959559,-3.7080429728445563
C.D. Concepción,40.43715089959262,-3.64835857929032
Carlota O’Neill,40.44370542379883,-3.648958444298144
Derechos Humanos,40.43965673033275,-3.6557656204708775
José María Pereda,40.43272086245887,-3.6485306152875148
Marqués de Corbera 12,40.422962108947424,-3.6555552857442697
Marqués de Corbera 52,40.426207143200884,-3.651034981803642
Embajadores 191,40.389455886291984,-3.690614373399653
Paseo Imperial,40.40765396169372,-3.7172213778842007
San Germán 5,40.45619382579544,-3.6929376751795306
Francos Rodríguez,40.45673408797698,-3.708002730875242
Avenida Brasilia,40.43666,-3.66096
Camilo José Cela,40.4378,-3.66779
Avenida Bruselas,40.43867192617846,-3.6630137978244064
Cartagena,40.43503,-3.67012
Hospital Clínico,40.44003,-3.71757
Galileo,40.4364,-3.71019
Santa Engracia 87,40.43604,-3.69928
Zurbano,40.43837,-3.69281
Torre Cepsa,40.47435,-3.68797
Manuel Caldeiro,40.47938,-3.68532
Serrano 113,40.44106,-3.68609
Corazón de María,40.44421,-3.66683
Chamartín,40.4716,-3.68391
Doctor Fleming,40.45546,-3.68844
Pío XII,40.461,-3.67656
López Pozas,40.46361,-3.68514
Reina Victoria,40.44635,-3.71383
INEF,40.43896,-3.72997
Ciudad Universitaria 1,40.44375,-3.72699
Ciudad Universitaria 2,40.44342,-3.72693
Facultad Biología,40.4483322,-3.7272945
Facultad Derecho,40.45109,-3.72937
